s_1;s_2;s_3;s_4;s_5;s_20;s_28;s_25;s_29;s_30;s_7_1;s_7_2;s_7_3;s_9;s_10;s_12;s_11;s_13;s_15;s_14;s_16;s_17;s_18;s_19;s_27;lang;email;stato_1;stato_2;stato_3;stato_4;stato_5
3;27;5;4;1;4;4;4;5;2;0;0;1;4;"artificial meat";3;4;2;5;2;2;5;1;2;1;2;"";0;0;0;1;0
3;21;5;2;1;4;2;4;4;2;0;0;1;3;"??????????";3;4;3;5;2;3;5;1;2;1;3;"";0;0;0;1;0
2;30;3;4;1;5;3;3;3;2;0;1;0;4;"Caene artificial";3;2;2;5;2;2;5;1;2;1;5;"";0;0;0;1;0
3;43;5;3;2;3;3;3;4;2;0;0;1;4;"???????";2;4;2;5;4;4;4;2;2;2;3;"";0;0;0;1;0
3;51;4;4;1;3;3;1;4;1;1;0;0;4;"Umjetno.";3;4;3;5;4;2;4;1;2;1;4;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
3;17;4;1;1;6;3;3;6;2;1;0;0;3;"Neznam";3;3;3;4;3;3;;;;;4;"";0;0;1;0;0
3;44;5;2;1;3;4;4;3;2;0;0;1;3;"??????";3;3;3;4;5;3;4;2;2;2;3;"";0;0;0;1;0
3;24;5;4;1;6;4;1;4;2;0;0;1;3;"??? ??????????";4;5;3;5;3;3;5;2;1;2;3;"";0;0;0;1;0
3;37;4;2;2;4;3;4;4;2;1;0;1;3;"Nista";3;3;3;4;3;3;5;1;2;1;4;"";0;0;0;1;0
3;42;4;4;1;4;4;4;5;3;0;0;1;4;"Da nije zdravo";2;3;3;4;4;3;2;2;2;2;4;"";0;0;0;1;0
3;29;5;2;1;5;2;2;4;1;1;0;1;4;"??? ??? ???? ???????";3;3;4;4;3;4;4;1;1;1;3;"";0;0;0;1;0
3;25;5;4;1;6;3;2;5;2;0;0;1;3;"????????????? ?? ???? ????? ??? ?????????? ??? ??? ?????????";4;3;4;5;2;3;6;1;2;1;3;"";0;0;0;1;0
2;27;3;4;1;4;3;3;4;3;0;0;1;3;"Artificial";3;3;3;4;3;3;6;1;2;1;2;"";0;0;0;1;0
3;28;3;4;1;4;3;2;4;2;0;0;1;4;"que no es carne";2;5;3;5;5;4;5;1;2;1;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;;"";0;1;0;0;0
2;28;5;4;1;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;0;1;0;0
3;37;5;4;2;4;5;6;4;3;0;0;1;4;"???????????";3;3;2;4;4;4;4;2;2;2;3;"";0;0;0;1;0
3;23;5;4;1;4;3;3;3;2;0;0;1;4;"??????????";3;4;3;5;3;4;2;2;2;2;3;"";0;0;0;1;0
2;30;5;2;1;4;3;4;4;1;0;0;1;4;"?????????? ???????????";6;3;3;4;5;3;4;2;2;1;3;"";0;0;0;1;0
3;33;4;4;1;3;4;2;3;2;1;1;1;3;"No way da cu to jesti..";6;3;3;4;4;3;2;2;2;2;4;"";0;0;0;1;0
2;21;5;2;2;;;;;;0;0;0;;"";;;;;;;;;;;2;"";0;0;1;0;0
2;65;5;1;2;4;3;3;3;3;0;0;1;3;"??? ????";3;4;3;5;4;3;4;2;2;2;3;"";0;0;0;1;0
3;30;5;4;1;4;3;4;2;2;0;0;1;4;"?????? ???????????? ????????";6;4;2;6;5;5;5;2;2;2;3;"";0;0;0;1;0
2;19;5;2;1;4;4;4;4;2;1;0;0;6;"????? ?????????? ?????????";2;4;2;5;3;3;5;2;2;2;3;"";0;0;0;1;0
3;31;4;4;1;4;4;4;4;1;0;0;1;3;"nezdrava hrana";6;2;3;2;5;3;;;;;4;"";0;0;1;0;0
2;51;5;4;1;4;3;3;4;3;0;0;1;4;"?????????";6;6;2;2;4;4;2;2;2;2;3;"";0;0;0;1;0
3;54;3;2;2;4;4;4;4;3;0;0;1;3;"Asquerosa";3;3;2;5;4;4;2;2;2;2;5;"";0;0;0;1;0
3;47;3;4;1;4;3;3;4;1;0;0;1;3;"No lo comería";2;3;3;4;5;5;2;2;2;2;5;"";0;0;0;1;0
3;40;5;4;1;4;4;2;5;3;0;0;1;3;"??????";6;6;3;2;5;4;7;2;2;2;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;2;"";0;1;0;0;0
2;27;5;4;1;4;3;3;3;2;1;0;1;4;"???????";4;4;4;6;2;2;5;1;2;1;3;"";0;0;0;1;0
3;28;4;4;2;3;4;4;3;3;0;0;1;4;"Ni?ta";3;3;3;4;5;3;2;2;2;2;4;"";0;0;0;1;0
2;25;5;4;1;3;3;3;5;2;1;1;1;4;"??????????";2;3;3;4;4;2;4;2;2;2;3;"";0;0;0;1;0
3;45;4;4;1;5;3;3;2;2;1;1;1;3;"laboratorij";2;2;3;3;5;3;2;2;2;2;4;"";0;0;0;1;0
3;47;4;3;1;4;4;4;3;2;0;0;1;3;"Umjetno";6;6;6;2;5;5;7;2;2;2;4;"";0;0;0;1;0
2;28;3;4;1;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;0;1;0;0
3;55;5;4;1;4;4;3;2;3;1;0;0;3;"?? ??????";3;4;3;5;4;3;5;2;2;1;3;"";0;0;0;1;0
3;27;3;4;2;4;2;2;4;2;0;0;1;4;"Artificial";2;3;3;4;4;3;2;2;2;2;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
2;28;5;4;1;4;4;3;4;2;1;0;0;3;"I need to learn more about this";3;3;2;5;3;3;5;1;2;1;2;"";0;0;0;1;0
3;41;4;2;1;3;3;3;3;2;1;0;1;3;"";;;;;;;;;;;;"";0;0;1;0;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
3;27;4;4;1;3;4;2;2;1;0;0;1;3;"Meso koje je proizvedeno po nekim standardima.";3;4;3;5;4;2;2;2;2;2;4;"";0;0;0;1;0
3;29;4;3;1;3;3;1;1;1;0;0;1;4;"Gmo";3;3;3;4;4;3;4;2;2;2;4;"";0;0;0;1;0
2;33;5;4;1;4;4;4;4;3;0;0;1;3;"???? ???????";2;3;4;4;3;2;4;2;2;1;3;"";0;0;0;1;0
3;64;3;4;1;;;;;;0;0;0;;"";;;;;;;;;;;2;"";0;0;1;0;0
3;24;3;4;1;4;2;2;4;3;1;1;1;3;"Que no contiene la misma dosi ni las mismas proteinas y nutrientes que la carne que conocemos";3;4;3;6;2;3;5;1;2;1;5;"";0;0;0;1;0
3;60;5;4;1;4;4;2;3;2;0;0;1;3;"????????????";6;2;6;4;4;3;7;2;2;2;;"";0;0;0;1;0
2;32;4;4;1;5;4;5;5;3;0;0;1;3;"Zanimljivo";3;3;4;5;3;2;6;1;2;2;4;"";0;0;0;1;0
3;34;4;4;1;5;4;3;3;2;0;0;1;3;"Zanimljivo i neobicno";3;4;3;5;4;2;5;1;2;1;4;"";0;0;0;1;0
3;26;3;4;2;1;1;1;1;1;1;1;1;6;"No hay maltrato animal";5;5;5;6;2;6;6;1;2;1;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;2;"";0;1;0;0;0
3;24;3;4;1;5;4;4;5;3;1;1;1;3;"Ciencia";4;4;3;5;2;2;6;1;2;1;5;"";0;0;0;1;0
3;45;4;4;1;4;3;3;3;2;1;0;1;4;"";;;;;;;;;;;4;"";0;0;1;0;0
3;40;4;2;1;4;4;4;4;2;0;0;1;6;"Umjetno";3;4;4;5;4;2;5;2;2;1;4;"";0;0;0;1;0
3;32;4;4;1;4;3;4;4;3;0;0;1;4;"Zvu?i nejestivo.";2;3;3;5;4;3;5;1;2;1;4;"";0;0;0;1;0
3;27;3;4;1;4;4;4;3;2;0;0;1;3;"Unpleasant";6;2;3;4;4;3;4;2;2;2;2;"";0;0;0;1;0
3;27;4;4;1;4;3;3;5;2;0;0;1;3;"Kemija";2;2;2;3;5;3;6;2;2;2;4;"";0;0;0;1;0
2;27;3;4;1;4;3;4;4;3;0;1;1;6;"Alto coste de producción";3;2;3;4;2;6;6;1;2;1;5;"";0;0;0;1;0
3;26;3;4;1;4;3;3;5;2;0;0;1;3;"";;;;;;;;;;;5;"";0;0;1;0;0
3;20;5;2;1;4;4;2;4;2;0;0;1;3;"?????";6;6;3;2;5;5;4;2;2;2;3;"";0;0;0;1;0
3;26;5;4;1;6;3;3;5;3;1;1;0;4;"??? ???? ???????? ?? ???????";3;3;4;5;3;3;5;2;2;1;3;"";0;0;0;1;0
2;52;5;4;1;3;4;3;3;1;1;1;1;6;"? ?????? ??????????";6;6;5;5;5;4;6;2;2;2;3;"";0;0;0;1;0
3;18;5;4;1;3;3;3;2;1;0;0;1;3;"";2;4;5;6;5;;;;;;3;"";0;0;1;0;0
3;53;4;2;1;3;4;4;4;2;0;0;1;3;"Xxxx";3;3;3;4;3;3;5;2;2;2;4;"";0;0;0;1;0
2;31;3;3;1;4;4;4;4;3;0;0;1;4;"";;;;;;;;;;;5;"";0;0;1;0;0
3;23;4;4;2;3;3;2;4;2;0;0;1;4;"/";2;3;2;5;4;4;2;2;2;2;4;"";0;0;0;1;0
3;40;4;4;1;2;3;3;4;2;0;1;1;4;"Genetski inzenjering";3;3;4;5;3;3;4;1;1;1;4;"";0;0;0;1;0
3;24;5;2;2;4;3;3;5;3;1;0;1;3;"????? ????????? ??? ??????????";3;4;3;5;4;3;4;2;2;2;3;"";0;0;0;1;0
2;31;4;4;1;4;3;5;5;2;0;0;1;4;"Pasta kao u mcdonaldsu";2;4;3;4;4;3;2;2;2;2;4;"";0;0;0;1;0
2;18;5;2;1;4;3;4;3;2;0;1;0;4;"?????";2;3;2;4;3;4;4;2;2;2;3;"";0;0;0;1;0
3;60;5;2;2;4;5;1;4;1;1;0;0;3;"??????";3;3;3;5;3;3;4;2;2;2;;"";0;0;0;1;0
3;44;4;2;1;4;4;4;5;1;1;0;0;3;"Fuj neprirodno";2;4;3;4;5;4;7;2;2;2;4;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
3;20;5;4;1;2;3;3;5;1;0;0;1;4;"?? ?????????? ???? ???????????";6;6;6;3;5;5;7;2;2;2;3;"";0;0;0;1;0
2;29;5;4;1;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;0;1;0;0
2;25;3;4;1;2;3;2;3;1;1;1;1;6;"sostenibilidad";5;4;4;6;2;2;6;1;1;1;5;"";0;0;0;1;0
3;28;3;4;1;3;1;1;5;1;1;1;1;4;"Artificial";3;4;4;6;5;2;7;2;2;2;5;"";0;0;0;1;0
3;29;4;4;1;4;4;4;3;1;1;0;1;4;"Umjetno";3;3;4;4;4;2;4;2;2;2;4;"";0;0;0;1;0
3;41;4;4;1;4;4;3;5;2;0;0;1;4;"Umjetno";2;4;3;5;5;3;2;1;2;2;4;"";0;0;0;1;0
3;36;3;2;2;4;4;4;4;3;1;0;0;4;"antinatural";2;3;6;6;6;6;2;2;2;2;5;"";0;0;0;1;0
3;26;5;2;1;5;4;4;4;2;1;0;0;4;"????????";6;3;6;4;5;5;7;2;1;1;3;"";0;0;0;1;0
3;32;4;2;2;3;3;3;4;2;0;0;1;3;"Ni?ta";2;3;2;4;4;3;;;;;4;"";0;0;1;0;0
3;27;5;4;1;3;2;2;2;1;1;1;1;6;"Interesting";4;5;4;2;3;5;6;1;2;1;2;"";0;0;0;1;0
3;41;5;4;1;3;3;2;3;2;0;0;1;6;"??????? ?????";3;4;3;5;3;3;4;2;2;2;3;"";0;0;0;1;0
3;18;5;2;1;4;3;3;4;2;1;1;0;6;"?????? ?? ????? ??????????";3;4;3;5;3;3;6;1;1;1;3;"";0;0;0;1;0
3;45;3;4;1;5;3;5;7;2;0;0;1;3;"Química";2;3;3;5;5;3;4;2;2;2;5;"";0;0;0;1;0
3;32;4;4;1;4;4;2;3;3;0;0;1;3;"Svasta";3;3;3;4;3;3;4;2;2;2;4;"";0;0;0;1;0
3;26;3;4;1;4;3;3;4;1;1;0;1;3;"Carne falsa";3;3;3;6;5;3;5;2;2;1;5;"";0;0;0;1;0
3;64;5;1;2;1;1;1;1;1;1;0;0;6;"??????";4;5;5;5;2;2;6;1;1;1;3;"";0;0;0;1;0
3;42;4;4;1;4;3;3;3;1;1;1;0;3;"Kemija";2;3;3;4;4;3;2;2;2;2;4;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;;"";0;1;0;0;0
3;31;5;4;1;4;3;4;3;3;0;0;1;6;"????????";2;2;3;4;5;3;5;2;2;1;3;"";0;0;0;1;0
3;20;5;2;1;5;4;4;4;2;0;0;1;4;"????? ??????????????";6;6;2;2;5;5;2;2;2;2;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
2;19;5;4;1;4;3;3;4;3;1;0;0;3;"??????????? ?????";3;4;2;4;5;4;4;1;2;1;3;"";0;0;0;1;0
3;45;4;4;1;4;3;3;3;2;1;0;1;4;"/";3;4;4;5;3;2;4;1;2;1;4;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;1;0;0;0
3;19;5;4;1;4;4;4;3;2;1;0;0;4;"???? ?????";4;4;5;6;3;2;6;1;2;1;3;"";0;0;0;1;0
3;23;3;4;1;4;4;3;4;1;0;0;1;3;"Carne artificial";3;4;3;4;3;3;4;1;2;1;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;1;0;0;0
2;33;5;4;1;3;3;3;4;2;0;0;1;4;"???????";4;4;2;5;3;2;5;2;2;1;3;"";0;0;0;1;0
3;57;3;3;1;4;3;3;3;2;0;0;1;3;"Artificial";3;3;3;5;4;3;2;2;2;2;;"";0;0;0;1;0
3;32;3;4;1;4;2;2;3;1;1;1;1;3;"Revolución";3;4;3;5;4;3;5;1;1;1;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
2;30;5;4;1;4;4;4;4;4;1;0;1;4;"???????????? ???????, ???? ????????/????????????";3;4;3;6;4;3;4;1;2;1;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;;"";0;1;0;0;0
3;25;3;4;1;4;3;3;3;2;1;1;1;6;"";3;4;5;5;2;6;;;;;5;"";0;0;1;0;0
3;20;5;2;1;3;3;3;5;2;0;0;1;4;"??????????";2;3;3;5;4;2;4;1;2;1;3;"";0;0;0;1;0
3;54;4;2;2;3;3;3;2;2;0;0;1;3;"Prirodno";4;4;4;5;3;2;5;1;2;1;4;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;1;0;0;0
3;27;4;3;1;4;4;4;4;3;1;0;0;4;"Zdravi steak";3;3;4;5;3;3;5;1;1;2;4;"";0;0;0;1;0
3;29;4;4;1;4;4;4;4;1;0;1;1;3;"Umjetno meso";2;3;3;4;5;2;2;2;2;2;4;"";0;0;0;1;0
3;58;3;2;1;4;2;3;3;2;0;0;1;3;"Qué no es natural";3;4;3;5;4;4;4;2;2;2;5;"";0;0;0;1;0
3;21;5;4;1;4;2;2;4;2;1;1;1;4;"??????????";6;3;2;4;3;3;4;2;2;2;3;"";0;0;0;1;0
3;28;5;3;1;4;3;4;4;1;0;0;1;3;"?? ??????";3;2;2;5;4;3;5;2;2;2;3;"";0;0;0;1;0
3;25;4;4;1;4;3;2;5;2;1;1;1;6;"manje smrti";3;4;4;6;2;2;6;2;2;1;4;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
3;23;4;2;1;5;2;3;5;1;0;0;1;3;"Smatram da je zdravo";5;2;4;5;3;3;5;1;2;1;4;"";0;0;0;1;0
3;19;5;2;1;4;3;3;2;3;0;0;1;4;"sterillization, labartory, mutated";2;2;3;5;5;2;2;2;2;1;2;"";0;0;0;1;0
3;26;5;4;1;1;1;1;1;1;1;0;0;6;"";;;;;;;;;;;3;"";0;0;1;0;0
3;42;5;4;1;4;3;3;3;2;0;1;0;3;"?????? ????????";3;3;3;4;4;3;4;1;2;2;3;"";0;0;0;1;0
3;19;5;2;1;4;3;3;4;2;1;0;0;3;"""?? ????? ????;""";6;2;3;4;4;5;4;2;2;2;3;"";0;0;0;1;0
3;45;5;4;1;4;3;3;4;3;1;1;0;4;"?????";6;6;6;2;5;6;7;2;2;2;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
2;30;5;4;1;3;3;2;4;2;1;0;0;4;"????? ??? ???????? (?? ???? ????? ???? ?????????? ??? ???????)";3;4;3;5;2;3;5;1;1;1;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
3;63;3;2;1;4;4;3;4;2;0;0;1;3;"No me guata demasiado";3;4;2;5;4;3;4;1;1;1;5;"";0;0;0;1;0
3;64;4;4;2;2;1;1;1;1;1;1;1;3;"Nothing";6;3;6;3;5;5;7;2;2;2;2;"";0;0;0;1;0
3;18;5;2;1;3;2;2;3;1;0;0;1;3;"???????????";3;3;3;3;3;2;5;2;2;2;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
3;24;4;4;1;4;3;3;3;1;0;0;1;4;"";6;2;3;5;5;4;;;;;4;"";0;0;1;0;0
3;27;5;4;1;4;3;3;4;3;0;0;1;6;"????????? ?? ?????????????? /?????????????? ??????";3;3;4;4;4;2;5;1;2;2;3;"";0;0;0;1;0
3;28;5;4;1;4;3;3;4;2;1;0;0;4;"??????????";3;3;4;5;2;2;5;2;2;1;3;"";0;0;0;1;0
3;63;3;4;1;3;3;3;3;2;0;0;1;4;"Clonación";3;3;3;4;3;3;4;2;2;2;5;"";0;0;0;1;0
3;31;3;4;1;4;2;2;5;1;0;1;1;4;"Procesada";2;2;3;3;4;3;4;2;2;2;5;"";0;0;0;1;0
3;60;3;4;1;4;3;3;2;2;0;0;1;3;"No gusta";5;4;5;6;5;5;6;2;2;2;5;"";0;0;0;1;0
3;65;5;4;1;4;3;1;4;2;0;0;1;3;"??????";3;3;3;4;2;2;5;1;2;1;3;"";0;0;0;1;0
3;46;4;4;1;5;3;5;4;2;1;0;1;4;"Umjetno";3;3;3;3;4;3;5;1;2;1;4;"";0;0;0;1;0
3;25;5;4;1;1;1;1;1;1;1;1;1;4;"???????";2;2;2;3;4;3;5;2;2;2;3;"";0;0;0;1;0
3;33;4;4;2;4;2;4;4;1;0;0;1;3;"Ne?to umjetno, poput biljnog sira";2;3;3;5;5;4;5;2;2;1;4;"";0;0;0;1;0
2;49;4;2;1;4;3;4;5;3;0;0;1;6;"";;;;;;;;;;;;"";0;0;1;0;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;1;0;0;0
3;22;4;2;2;5;6;1;1;2;0;0;1;3;"";3;2;2;;;;;;;;4;"";0;0;1;0;0
3;30;3;4;1;4;3;3;3;2;1;1;1;3;"Carne insana, procesada";2;3;3;5;5;3;5;1;1;1;5;"";0;0;0;1;0
3;28;5;4;1;4;3;2;4;1;1;1;1;3;"????? ????";5;5;3;6;6;6;6;1;2;1;3;"";0;0;0;1;0
3;35;4;4;1;3;3;3;3;2;1;0;0;3;"Umjetno";6;3;3;4;5;4;5;2;2;2;4;"";0;0;0;1;0
3;26;4;4;1;4;4;4;4;3;0;0;1;6;"Meso iz petrijeve zdjelice";4;5;4;5;2;2;6;1;2;1;4;"";0;0;0;1;0
3;27;3;4;1;4;3;3;3;2;1;1;0;4;"No natural";2;3;2;4;5;4;4;1;2;1;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
3;29;4;4;2;4;4;3;4;1;0;0;1;4;"";;;;;;;;;;;;"";0;0;1;0;0
2;28;5;4;1;5;3;4;5;2;0;0;1;3;"??????????";4;5;5;6;6;2;5;2;2;1;3;"";0;0;0;1;0
3;49;4;4;1;4;2;2;3;1;0;0;1;3;"Klon";3;3;3;4;4;3;2;2;2;2;;"";0;0;0;1;0
3;39;3;4;1;4;4;2;4;3;1;0;1;4;"Trasgenicos, ciencia";3;3;3;6;3;6;5;1;1;1;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;1;0;0;0
3;35;4;4;1;4;3;2;4;2;1;1;0;3;"Laboratory";3;4;3;5;4;3;5;1;1;1;2;"";0;0;0;1;0
3;24;3;4;1;5;3;4;6;2;1;1;1;4;"Pienso que puede dar lugar a debates morales/éticos aunque no tengo una opinión clara al respecto.";3;3;4;5;3;3;4;2;2;2;5;"";0;0;0;1;0
3;42;4;2;2;4;3;3;4;2;0;0;1;4;"";;;;;;;;;;;4;"";0;0;1;0;0
3;36;5;4;1;4;2;2;3;1;1;1;1;3;"?????????";6;6;6;4;5;5;2;2;2;2;3;"";0;0;0;1;0
2;62;5;4;2;4;3;3;3;3;0;0;1;3;"meet is murder";6;6;3;5;4;3;4;2;2;2;3;"";0;0;0;1;0
3;38;4;3;2;4;3;3;4;1;0;0;1;3;"";;;;;;;;;;;4;"";0;0;1;0;0
3;42;4;4;2;4;3;3;4;2;1;0;0;3;"Umjetno";3;3;4;5;3;3;4;1;2;1;4;"";0;0;0;1;0
3;26;5;4;1;4;4;4;6;3;0;0;1;3;"???????????? ???????? ????????";3;3;2;5;4;3;5;2;2;1;3;"";0;0;0;1;0
3;52;5;2;1;4;4;4;4;2;0;1;0;6;"?????";6;6;6;2;5;5;4;2;2;2;3;"";0;0;0;1;0
3;36;3;4;1;3;3;3;4;1;0;1;1;4;"";;;;;;;;;;;5;"";0;0;1;0;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
3;51;4;4;1;3;3;3;2;2;0;0;1;4;"";;;;;;;;;;;4;"";0;0;1;0;0
3;26;4;4;2;3;3;5;4;1;0;0;1;3;"Ni?ta lijepo";6;6;6;2;5;5;7;2;2;2;4;"";0;0;0;1;0
3;33;5;3;1;4;3;4;3;2;0;0;1;4;"??? ????????? ???????? ????????????";4;3;3;4;2;6;5;1;2;1;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
2;33;5;4;1;4;3;3;3;2;1;1;1;6;"??????";5;5;5;6;6;6;6;1;2;1;3;"";0;0;0;1;0
3;22;5;2;1;5;3;3;5;2;0;0;1;4;"?????????";3;4;2;5;4;3;4;2;2;2;3;"";0;0;0;1;0
3;55;5;2;1;4;3;3;4;2;0;0;1;3;"?????";2;3;5;4;4;4;2;2;2;2;3;"";0;0;0;1;0
2;62;5;4;1;3;3;3;3;2;0;0;1;6;"????????????";2;2;3;4;4;3;2;2;2;2;;"";0;0;0;1;0
3;25;4;4;1;4;2;3;4;2;1;1;1;4;"Odli?na ideja za o?uvanje okoli?a.";3;4;4;4;4;2;5;2;2;1;4;"";0;0;0;1;0
3;29;4;4;2;3;2;1;3;1;1;1;1;3;"Umjetno";3;5;3;6;4;3;4;1;2;1;4;"";0;0;0;1;0
3;32;5;4;1;4;3;2;2;2;1;0;0;3;"????????? ????????";3;4;3;5;3;3;4;2;2;1;3;"";0;0;0;1;0
3;55;4;4;1;1;4;4;5;1;0;0;1;4;"Vegetarijanac";3;3;3;6;3;2;4;2;2;2;;"";0;0;0;1;0
3;28;3;4;1;4;3;4;5;2;1;1;0;3;"Investigación y desarrollo";4;4;3;5;4;3;4;2;2;2;5;"";0;0;0;1;0
3;28;4;4;1;4;3;4;5;2;1;0;1;3;"Nista";2;2;2;4;4;3;7;2;2;2;4;"";0;0;0;1;0
3;66;3;4;1;4;2;1;3;1;1;0;0;3;"Artificial";3;3;3;4;4;3;6;1;2;1;5;"";0;0;0;1;0
3;60;5;4;1;3;3;4;3;1;0;0;1;;"";;;;;;;;;;;3;"";0;0;1;0;0
3;38;4;2;2;3;3;5;3;1;0;0;1;3;"ne znam...GMO";3;4;3;4;3;3;2;2;2;2;4;"";0;0;0;1;0
2;54;4;2;1;4;3;3;4;2;0;0;1;3;"Umjetno";3;3;3;4;3;2;2;2;2;1;;"";0;0;0;1;0
3;45;4;2;1;4;4;5;4;1;1;1;1;4;"?";4;3;3;5;3;3;5;1;2;2;4;"";0;0;0;1;0
2;61;3;2;1;4;3;3;2;2;0;0;1;3;"No comerla";3;3;3;4;3;4;2;2;2;2;5;"";0;0;0;1;0
2;23;5;4;1;4;2;3;4;2;0;0;1;3;"???????? ??? ?? ????????????? ????? ????? ?? ?????? ??? ??? ???? ????";4;4;3;5;2;2;6;1;1;1;3;"";0;0;0;1;0
3;23;3;4;1;4;3;3;4;2;0;1;0;4;"Carne artificial";3;3;4;4;3;3;5;2;2;2;5;"";0;0;0;1;0
3;29;5;4;1;5;3;2;5;1;0;0;1;3;"????? ????????? ??????";4;4;2;4;2;2;4;2;2;2;3;"";0;0;0;1;0
3;20;5;4;1;3;3;3;3;2;0;0;1;3;"??????";2;4;3;5;4;4;4;2;2;1;3;"";0;0;0;1;0
3;45;4;2;2;4;4;4;4;2;0;0;1;4;"Umjetno uzgojeno";3;3;3;5;3;2;5;1;1;1;4;"";0;0;0;1;0
3;20;5;2;1;4;3;4;4;1;1;0;0;6;"??????????? ???? ???????????? ????";3;3;3;6;4;3;4;1;2;1;3;"";0;0;0;1;0
2;28;4;2;1;4;3;3;4;2;0;0;1;3;"Nista";3;3;3;4;3;3;5;2;2;1;4;"";0;0;0;1;0
2;24;3;4;1;4;4;3;4;2;1;1;0;6;"Posible solución";4;4;5;5;4;3;6;1;2;1;5;"";0;0;0;1;0
3;30;5;2;1;5;3;3;5;2;0;0;1;6;"?????????";6;3;3;2;5;4;4;2;2;2;;"";0;0;0;1;0
3;24;3;4;1;4;3;3;4;2;1;1;1;6;"Puede ser muy útil";4;4;5;5;3;2;6;1;1;1;5;"";0;0;0;1;0
2;25;5;4;1;4;4;3;3;2;0;0;1;3;"??????????";3;4;2;5;4;3;5;2;2;1;3;"";0;0;0;1;0
2;21;4;2;2;4;4;4;3;2;1;1;1;4;"Umjetno stvoreno";2;4;2;6;3;2;6;2;2;1;4;"";0;0;0;1;0
3;18;3;2;1;4;4;4;5;3;0;0;1;4;"Carne procesada o de menos calidad";3;3;3;4;3;2;5;1;2;1;5;"";0;0;0;1;0
3;17;5;2;2;4;4;3;5;2;0;0;1;3;"???????????? ???????";3;4;3;5;4;3;4;1;1;1;3;"";0;0;0;1;0
2;48;5;3;1;4;2;3;4;2;0;0;1;4;"?????";2;3;3;3;4;4;5;2;2;2;3;"";0;0;0;1;0
2;22;5;4;1;4;3;4;4;2;1;1;1;3;"????????? ??? ?????????? ?????? ?????? ?? ???????? ????????";3;4;3;6;2;6;6;1;1;1;3;"";0;0;0;1;0
3;63;4;2;2;4;2;3;2;1;0;0;1;3;"Okus";3;2;2;4;3;3;2;2;2;2;4;"";0;0;0;1;0
2;33;3;4;1;4;2;2;2;2;0;0;1;4;"Comida basura";6;3;6;3;6;2;7;2;2;2;5;"";0;0;0;1;0
2;26;3;4;1;4;5;4;4;1;1;1;0;4;"Mejora del estilo de cría de animales";3;4;3;5;3;3;5;1;2;1;5;"";0;0;0;1;0
3;23;5;4;1;4;4;4;4;4;1;1;1;3;"??? ???????";3;4;4;5;2;2;6;2;2;1;3;"";0;0;0;1;0
3;21;5;2;1;5;2;2;3;1;1;1;1;4;"?????????? ?????????";3;5;4;6;2;6;6;1;1;1;3;"";0;0;0;1;0
